sourceTaxonId,sourceTaxonName,sourceLifeStageId,sourceLifeStageName,interactionTypeId,interactionTypeName,targetTaxonId,targetTaxonName,targetBodyPartId,targetBodyPartName,targetLifeStageId,targetLifeStageName,localityId,sourcelocalityName,localityName,CountryCode,localityCountry,localityProvinceId,localityProvinceName,localityEcoregionId,localityEcoregionName,decimalLatitude,decimalLongitude,localityGeometricShape,targetClass,targetOrder,targetFamily,targetGenus,targetSubgenus,targetSpecies,sourcePhylum,sourceClass,sourceOrder,sourceFamily,sourceGenus,sourceSubgenus,sourceSpecies,sourceSubspecies,ReferenceAbbreviation,referenceCitation,referenceDoi,referenceURL,,,,,,,,,,,,,,,
WORMS:107534,Thor amboinensis,UBERON:0007023,adult organism,RO_0002441,commensually interacts with ,WORMS:246740,Comactinia echinoptera,UBERON:0002416,Body surface ,UBERON:0007171,adult organism,GeoNames:3673882,GeoNames,Ensenada de Nenguange,ISO_2:CO,Colombia ,SPALDING_P:12,Tropical Northwestern Atlantic,SPALDING_R:67,Southwestern Caribbean,11.32681,-74.08831,Point,Crinoidea,Comatulida,Comatulidae,Comactinia,,echinoptera,Arthropoda,Malacostraca,Decapoda,Thoridae,Thor,,amboinensis,,Criales 1984,"Criales, M. M. (1984). Shrimps Associated with Coelenterates, Echinoderms, and Molluscs in the Santa Marta Region, Colombia. Journal of Crustacean Biology, 4(2), 307–317.",doi:10.2307/1548028,https://academic.oup.com/jcb/article-abstract/4/2/307/2327983?redirectedFrom=fulltext,,,,,,,,,,,,,,,
WORMS:107534,Thor amboinensis,UBERON:0007023,adult organism,RO_0002441,commensually interacts with ,WORMS:246740,Comactinia echinoptera,UBERON:0002416,Body surface ,UBERON:0007172,adult organism,GeoNames:3681649,GeoNames,Ancón Guairaca,ISO_2:CO,Colombia ,SPALDING_P:12,Tropical Northwestern Atlantic,SPALDING_R:67,Southwestern Caribbean,11.32636,-74.10924,Point,Crinoidea,Comatulida,Comatulidae,Comactinia,,echinoptera,Arthropoda,Malacostraca,Decapoda,Thoridae,Thor,,amboinensis,,Criales 1984,"Criales, M. M. (1984). Shrimps Associated with Coelenterates, Echinoderms, and Molluscs in the Santa Marta Region, Colombia. Journal of Crustacean Biology, 4(2), 307–317.",doi:10.2307/1548028,https://academic.oup.com/jcb/article-abstract/4/2/307/2327983?redirectedFrom=fulltext,,,,,,,,,,,,,,,
WORMS:107534,Thor amboinensis,UBERON:0007023,adult organism,RO_0002441,commensually interacts with ,WORMS:246740,Comactinia echinoptera,UBERON:0002416,Body surface ,UBERON:0007173,adult organism,GeoNames:3686241,GeoNames,Ensenada de Cinto ,ISO_2:CO,Colombia ,SPALDING_P:12,Tropical Northwestern Atlantic,SPALDING_R:67,Southwestern Caribbean,11.33252,-74.05634,Point,Crinoidea,Comatulida,Comatulidae,Comactinia,,echinoptera,Arthropoda,Malacostraca,Decapoda,Thoridae,Thor,,amboinensis,,Criales 1984,"Criales, M. M. (1984). Shrimps Associated with Coelenterates, Echinoderms, and Molluscs in the Santa Marta Region, Colombia. Journal of Crustacean Biology, 4(2), 307–317.",doi:10.2307/1548028,https://academic.oup.com/jcb/article-abstract/4/2/307/2327983?redirectedFrom=fulltext,,,,,,,,,,,,,,,
WORMS:335226,Myzostoma irregulare,UBERON:0007023,adult organism,RO:0002632,ectoparasite of ,WORMS:246741,Comactinia meridionalis,UBERON:0002416,Body surface ,UBERON:0007174,adult organism,,Literature,"Station 45, Gulf of México",ISO_2:,-,SPALDING_P:12,Tropical Northwestern Atlantic,SPALDING_R:70,Floridian,25.55,-84.35,Point ,Crinoidea,Comatulida,Comatulidae,Comactinia,,meridionalis,Annelida,,Myzostomida,Myzostomatidae,Myzostoma,,irregulare,,Graff 1967,"Graff, L. von. (1967). Verzeichniss der von der United States Coast Survey steamers"" Hassler"" und"" Blake"" von 1867 zu 1879 gesammelten Myzostomiden. Bulletin of The Museum of Comparative Zoology, at Harvard College, 11, 125–133.",,https://www.biodiversitylibrary.org/item/26401#page/155/mode/1up,,,,,,,,,,,,,,,
WORMS:335228,Myzostoma irregulare,UBERON:0007023,adult organism,RO:0002632,ectoparasite of ,WORMS:246741,Comactinia meridionalis,UBERON:0002416,Body surface ,UBERON:0007175,adult organism,GeoNames:6690603,GeoNames,Martinique,ISO_2:MQ,Martinique,SPALDING_P:12,Tropical Northwestern Atlantic,SPALDING_R:64,Eastern Caribbean,14.66655,-60.99961,Poligon,Crinoidea,Comatulida,Comatulidae,Comactinia,,meridionalis,Annelida,,Myzostomida,Myzostomatidae,Myzostoma,,irregulare,,Graff 1967,"Graff, L. von. (1967). Verzeichniss der von der United States Coast Survey steamers"" Hassler"" und"" Blake"" von 1867 zu 1879 gesammelten Myzostomiden. Bulletin of The Museum of Comparative Zoology, at Harvard College, 11, 125–133.",,https://www.biodiversitylibrary.org/item/26401#page/155/mode/1up,,,,,,,,,,,,,,,
WORMS:335201,Myzostoma elegans,UBERON:0007023,adult organism,RO:0002632,ectoparasite of ,WORMS:246741,Comactinia meridionalis,UBERON:0002416,Body surface ,UBERON:0007176,adult organism,GeoNames:4156264,GeoNames,French Reef,ISO_2:US,United States,SPALDING_P:12,Tropical Northwestern Atlantic,SPALDING_R:70,Floridian,25.03374,-80.34978,Point,Crinoidea,Comatulida,Comatulidae,Comactinia,,meridionalis,Annelida,,Myzostomida,Myzostomatidae,Myzostoma,,elegans,,Graff 1967,"Graff, L. von. (1967). Verzeichniss der von der United States Coast Survey steamers"" Hassler"" und"" Blake"" von 1867 zu 1879 gesammelten Myzostomiden. Bulletin of The Museum of Comparative Zoology, at Harvard College, 11, 125–133.",,https://www.biodiversitylibrary.org/item/26401#page/155/mode/1up,,,,,,,,,,,,,,,
WORMS:335230,Myzostoma irregulare,UBERON:0007023,adult organism,RO:0002632,ectoparasite of ,WORMS:246741,Comactinia meridionalis,UBERON:0002416,Body surface ,UBERON:0007177,adult organism,GeoNames:3580239,GeoNames,Grenada ,ISO_2:GD,Grenada ,SPALDING_P:12,Tropical Northwestern Atlantic,SPALDING_R:64,Eastern Caribbean,12.11667,-61.66667,Poligon,Crinoidea,Comatulida,Comatulidae,Comactinia,,meridionalis,Annelida,,Myzostomida,Myzostomatidae,Myzostoma,,irregulare,,Graff 1967,"Graff, L. von. (1967). Verzeichniss der von der United States Coast Survey steamers"" Hassler"" und"" Blake"" von 1867 zu 1879 gesammelten Myzostomiden. Bulletin of The Museum of Comparative Zoology, at Harvard College, 11, 125–133.",,https://www.biodiversitylibrary.org/item/26401#page/155/mode/1up,,,,,,,,,,,,,,,
WORMS:335168,Myzostoma bicaudatum,UBERON:0007023,adult organism,RO:0002632,ectoparasite of ,WORMS:246741,Comactinia meridionalis,UBERON:0002416,Body surface ,UBERON:0007178,adult organism,GeoNames:4153678,GeoNames,Dry Tortugas National Park,ISO_2:US,United States,SPALDING_P:12,Tropical Northwestern Atlantic,SPALDING_R:70,Floridian,24.64883,-82.87177,Point,Crinoidea,Comatulida,Comatulidae,Comactinia,,meridionalis,Annelida,,Myzostomida,Myzostomatidae,Myzostoma,,bicaudatum,,Graff 1967,"Graff, L. von. (1967). Verzeichniss der von der United States Coast Survey steamers"" Hassler"" und"" Blake"" von 1867 zu 1879 gesammelten Myzostomiden. Bulletin of The Museum of Comparative Zoology, at Harvard College, 11, 125–133.",,https://www.biodiversitylibrary.org/item/26401#page/155/mode/1up,,,,,,,,,,,,,,,
WORMS:335224,Myzostoma irregulare,UBERON:0007023,adult organism,RO:0002632,ectoparasite of ,WORMS:246741,Comactinia meridionalis,UBERON:0002416,Body surface ,UBERON:0007179,adult organism,GeoNames:4153678,GeoNames,Dry Tortugas National Park,ISO_2:US,United States,SPALDING_P:12,Tropical Northwestern Atlantic,SPALDING_R:70,Floridian,24.64883,-82.87177,Point,Crinoidea,Comatulida,Comatulidae,Comactinia,,meridionalis,Annelida,,Myzostomida,Myzostomatidae,Myzostoma,,irregulare,,Graff 1967,"Graff, L. von. (1967). Verzeichniss der von der United States Coast Survey steamers"" Hassler"" und"" Blake"" von 1867 zu 1879 gesammelten Myzostomiden. Bulletin of The Museum of Comparative Zoology, at Harvard College, 11, 125–133.",,https://www.biodiversitylibrary.org/item/26401#page/155/mode/1up,,,,,,,,,,,,,,,
WORMS:335162,Myzostoma areolatum,UBERON:0007023,adult organism,RO:0002632,ectoparasite of ,WORMS:246741,Comactinia meridionalis,UBERON:0002416,Body surface ,UBERON:0007180,adult organism,GeoNames:3579143,GeoNames,Guadeloupe,ISO_2:GP,Guadeloupe,SPALDING_P:12,Tropical Northwestern Atlantic,SPALDING_R:64,Eastern Caribbean,16.25,-61.58333,Poligon,Crinoidea,Comatulida,Comatulidae,Comactinia,,meridionalis,Annelida,,Myzostomida,Myzostomatidae,Myzostoma,,areolatum,,Graff 1884,"Graff, Ludwig von. (1884). Report on the Myzostomida collected during the Voyage of H.M.S. Challenger, during the years 1873-1876. Report on the Scientific Results of the Voyage of H.M.S. Challenger during the Years 1873-76, 10(2), 1–82.",,https://www.biodiversitylibrary.org/item/194564#page/223/mode/1up,,,,,,,,,,,,,,,
WORMS:335162,Myzostoma areolatum,UBERON:0007023,adult organism,RO:0002632,ectoparasite of ,WORMS:246741,Comactinia meridionalis,UBERON:0002416,Body surface ,UBERON:0007181,adult organism,GeoNames:6690603,GeoNames,Martinique,ISO_2:MQ,Martinique,SPALDING_P:12,Tropical Northwestern Atlantic,SPALDING_R:64,Eastern Caribbean,14.66655,-60.99961,Poligon,Crinoidea,Comatulida,Comatulidae,Comactinia,,meridionalis,Annelida,,Myzostomida,Myzostomatidae,Myzostoma,,areolatum,,Graff 1884,"Graff, Ludwig von. (1884). Report on the Myzostomida collected during the Voyage of H.M.S. Challenger, during the years 1873-1876. Report on the Scientific Results of the Voyage of H.M.S. Challenger during the Years 1873-76, 10(2), 1–82.",,https://www.biodiversitylibrary.org/item/194564#page/223/mode/1up,,,,,,,,,,,,,,,
WORMS:335162,Myzostoma areolatum,UBERON:0007023,adult organism,RO:0002632,ectoparasite of ,WORMS:246741,Comactinia meridionalis,UBERON:0002416,Body surface ,UBERON:0007182,adult organism,GeoNames:3374084,GeoNames,Barbados,ISO_2:BB,Barbados,SPALDING_P:12,Tropical Northwestern Atlantic,SPALDING_R:64,Eastern Caribbean,13.16453,-59.55165,Poligon,Crinoidea,Comatulida,Comatulidae,Comactinia,,meridionalis,Annelida,,Myzostomida,Myzostomatidae,Myzostoma,,areolatum,,Graff 1884,"Graff, Ludwig von. (1884). Report on the Myzostomida collected during the Voyage of H.M.S. Challenger, during the years 1873-1876. Report on the Scientific Results of the Voyage of H.M.S. Challenger during the Years 1873-76, 10(2), 1–82.",,https://www.biodiversitylibrary.org/item/194564#page/223/mode/1up,,,,,,,,,,,,,,,
WORMS:335168,Myzostoma bicaudatum,UBERON:0007023,adult organism,RO:0002632,ectoparasite of ,WORMS:246741,Comactinia meridionalis,UBERON:0002416,Body surface ,UBERON:0007183,adult organism,GeoNames:4153678,GeoNames,Dry Tortugas National Park,ISO_2:US,United States,SPALDING_P:12,Tropical Northwestern Atlantic,SPALDING_R:70,Floridian,24.64883,-82.87177,Point,Crinoidea,Comatulida,Comatulidae,Comactinia,,meridionalis,Annelida,,Myzostomida,Myzostomatidae,Myzostoma,,bicaudatum,,Graff 1884,"Graff, Ludwig von. (1884). Report on the Myzostomida collected during the Voyage of H.M.S. Challenger, during the years 1873-1876. Report on the Scientific Results of the Voyage of H.M.S. Challenger during the Years 1873-76, 10(2), 1–82.",,https://www.biodiversitylibrary.org/item/194564#page/223/mode/1up,,,,,,,,,,,,,,,
WORMS:335191,Myzostoma crenatum,UBERON:0007023,adult organism,RO:0002632,ectoparasite of ,WORMS:246741,Comactinia meridionalis,UBERON:0002416,Body surface ,UBERON:0007184,adult organism,,Literature,Saint Lucia Island ,ISO_2:LC,Saint Lucia Island ,SPALDING_P:12,Tropical Northwestern Atlantic,SPALDING_R:64,Eastern Caribbean,13.36666667,-61.11666667,Point ,Crinoidea,Comatulida,Comatulidae,Comactinia,,meridionalis,Annelida,,Myzostomida,Myzostomatidae,Myzostoma,,crenatum,,Graff 1884,"Graff, Ludwig von. (1884). Report on the Myzostomida collected during the Voyage of H.M.S. Challenger, during the years 1873-1876. Report on the Scientific Results of the Voyage of H.M.S. Challenger during the Years 1873-76, 10(2), 1–82.",,https://www.biodiversitylibrary.org/item/194564#page/223/mode/1up,,,,,,,,,,,,,,,
WORMS:421684,Lipkebe holthuisi,UBERON:0007023,adult organism,RO_0002441,commensually interacts with ,WORMS:393549,Comactinia meridionalis meridionalis,UBERON:0002416,Body surface ,UBERON:0007185,adult organism,,,,,,,,,,,,,Crinoidea,Comatulida,Comatulidae,Comactinia,,meridionalis,Arthropoda,Malacostraca,Decapoda,Palaemonidae,Lipkebe,,holthuisi,,Criales 1984,"Criales, M. M. (1984). Shrimps Associated with Coelenterates, Echinoderms, and Molluscs in the Santa Marta Region, Colombia. Journal of Crustacean Biology, 4(2), 307–317.",doi:10.2307/1548028,https://academic.oup.com/jcb/article-abstract/4/2/307/2327983?redirectedFrom=fulltext,,,,,,,,,,,,,,,
WORMS:335251,Myzostoma radiatum,UBERON:0007023,adult organism,RO:0002632,ectoparasite of ,WORMS:246690,Comactinia,UBERON:0002416,Body surface ,UBERON:0007186,adult organism,GeoNames:3374084,GeoNames,Barbados,ISO_2:BB,Barbados,SPALDING_P:12,Tropical Northwestern Atlantic,SPALDING_R:64,Eastern Caribbean,13.16453,-59.55165,Poligon,Crinoidea,Comatulida,Comatulidae,Comactinia,,,Annelida,,Myzostomida,Myzostomatidae,Myzostoma,,radiatum,,Graff 1884,"Graff, Ludwig von. (1884). Report on the Myzostomida collected during the Voyage of H.M.S. Challenger, during the years 1873-1876. Report on the Scientific Results of the Voyage of H.M.S. Challenger during the Years 1873-76, 10(2), 1–82.",,https://www.biodiversitylibrary.org/item/194564#page/223/mode/1up,,,,,,,,,,,,,,,
WORMS:335174,Myzostoma brevipes,UBERON:0007023,adult organism,RO:0002632,ectoparasite of ,WORMS:422676,Crinometra brevipinna,UBERON:0002416,Body surface ,UBERON:0007187,adult organism,GeoNames:3580384,GeoNames,Carriacou Island,ISO_2:GD,Grenada ,SPALDING_P:12,Tropical Northwestern Atlantic,SPALDING_R:64,Eastern Caribbean,12.47329,-61.45426,Poligon,Crinoidea,Comatulida,Charitometridae,Crinometra,,brevipinna,Annelida,,Myzostomida,Myzostomatidae,Myzostoma,,brevipes,,Graff 1967,"Graff, L. von. (1967). Verzeichniss der von der United States Coast Survey steamers"" Hassler"" und"" Blake"" von 1867 zu 1879 gesammelten Myzostomiden. Bulletin of The Museum of Comparative Zoology, at Harvard College, 11, 125–133.",,https://www.biodiversitylibrary.org/item/26401#page/155/mode/1up,,,,,,,,,,,,,,,
WORMS:335174,Myzostoma brevipes,UBERON:0007023,adult organism,RO:0002632,ectoparasite of ,WORMS:422676,Crinometra brevipinna,UBERON:0002416,Body surface ,UBERON:0007188,adult organism,GeoNames:3580384,GeoNames,Carriacou Island,ISO_2:GD,Grenada ,SPALDING_P:12,Tropical Northwestern Atlantic,SPALDING_R:64,Eastern Caribbean,12.47329,-61.45426,Poligon,Crinoidea,Comatulida,Charitometridae,Crinometra,,brevipinna,Annelida,,Myzostomida,Myzostomatidae,Myzostoma,,brevipes,,Graff 1884,"Graff, Ludwig von. (1884). Report on the Myzostomida collected during the Voyage of H.M.S. Challenger, during the years 1873-1876. Report on the Scientific Results of the Voyage of H.M.S. Challenger during the Years 1873-76, 10(2), 1–82.",,https://www.biodiversitylibrary.org/item/194564#page/223/mode/1up,,,,,,,,,,,,,,,
WORMS:335264,Myzostoma testudo,UBERON:0007023,adult organism,RO:0002632,ectoparasite of ,WORMS:246784,Davidaster rubiginosus,UBERON:0002416,Body surface ,UBERON:0007189,adult organism,GeoNames:3374084,GeoNames,Barbados,ISO_2:BB,Barbados,SPALDING_P:12,Tropical Northwestern Atlantic,SPALDING_R:64,Eastern Caribbean,13.16453,-59.55165,Poligon,Crinoidea,Comatulida,Comatulidae,Davidaster,,rubiginosus,Annelida,,Myzostomida,Myzostomatidae,Myzostoma,,testudo,,Graff 1967,"Graff, L. von. (1967). Verzeichniss der von der United States Coast Survey steamers"" Hassler"" und"" Blake"" von 1867 zu 1879 gesammelten Myzostomiden. Bulletin of The Museum of Comparative Zoology, at Harvard College, 11, 125–133.",,https://www.biodiversitylibrary.org/item/26401#page/155/mode/1up,,,,,,,,,,,,,,,
WORMS:421771,Synalpheus townsendi,UBERON:0007023,adult organism,RO_0002441,commensually interacts with ,WORMS:246784,Davidaster rubiginosus,UBERON:0002416,Body surface ,UBERON:0007190,adult organism,GeoNames:3673882,GeoNames,Ensenada de Nenguange,ISO_2:CO,Colombia ,SPALDING_P:12,Tropical Northwestern Atlantic,SPALDING_R:67,Southwestern Caribbean,11.32681,-74.08831,Point,Crinoidea,Comatulida,Comatulidae,Davidaster,,rubiginosus,Arthropoda,Malacostraca,Decapoda,Alpheidae,Synalpheus,,townsendi,,Criales 1984,"Criales, M. M. (1984). Shrimps Associated with Coelenterates, Echinoderms, and Molluscs in the Santa Marta Region, Colombia. Journal of Crustacean Biology, 4(2), 307–317.",doi:10.2307/1548028,https://academic.oup.com/jcb/article-abstract/4/2/307/2327983?redirectedFrom=fulltext,,,,,,,,,,,,,,,
WORMS:514665,Periclimenes bowmani,UBERON:0007023,adult organism,RO_0002441,commensually interacts with ,WORMS:246784,Davidaster rubiginosus,UBERON:0002416,Body surface ,UBERON:0007191,adult organism,GeoNames:3679912,GeoNames,Isla de La Aguja ,ISO_2:CO,Colombia ,SPALDING_P:12,Tropical Northwestern Atlantic,SPALDING_R:67,Southwestern Caribbean,11.31956,-74.19666,Poligon,Crinoidea,Comatulida,Comatulidae,Davidaster,,rubiginosus,Arthropoda,Malacostraca,Decapoda,Palaemonidae,Periclimenes,,bowmani,,Criales 1984,"Criales, M. M. (1984). Shrimps Associated with Coelenterates, Echinoderms, and Molluscs in the Santa Marta Region, Colombia. Journal of Crustacean Biology, 4(2), 307–317.",doi:10.2307/1548028,https://academic.oup.com/jcb/article-abstract/4/2/307/2327983?redirectedFrom=fulltext,,,,,,,,,,,,,,,
WORMS:361694,Asterocheres crinoidicola ,UBERON:0007023,adult organism,RO_0002441,commensually interacts with ,WORMS:246784,Davidaster rubiginosus,UBERON:0002416,Body surface ,UBERON:0007192,adult organism,GeoNames:3547397,GeoNames,Bahía de Matanzas ,ISO_2:CU,Cuba,SPALDING_P:12,Tropical Northwestern Atlantic,SPALDING_R:65,Greater Antilles,23.0742,-81.50602,Point,Crinoidea,Comatulida,Comatulidae,Davidaster,,rubiginosus,Arthropoda,Hexanauplia,Siphonostomatoida,Asterocheridae,Asterocheres,,crinoidicola,,Varela 2010,"Varela, C. (2010). Nueva especie de Asterocheres y primer registro para Cuba de A. Crinoidicola (Copepoda Siphonostomatoida Asterocheridae). Revista Ciencias Marinas y Costeras, 2, 53–59. ",doi:10.15359/revmar.2.4,https://www.revistas.una.ac.cr//index.php/revmar/article/view/88,,,,,,,,,,,,,,,
WORMS:421771,Synalpheus townsendi ,UBERON:0007023,adult organism,RO_0002441,commensually interacts with ,WORMS:246784,Davidaster rubiginosus,,,UBERON:0007193,adult organism,GeoNames:3668603,GeoNames,Santa Marta,ISO_2:CO,Colombia ,SPALDING_P:12,Tropical Northwestern Atlantic,SPALDING_R:67,Southwestern Caribbean,11.24103,-74.21884,Point,Crinoidea,Comatulida,Comatulidae,Davidaster,,rubiginosus,Arthropoda,Malacostraca,Decapoda,Alpheidae,Synalpheus,,townsendi,,Hendler et al. 1995,"Hendler, G., Miller, J. E., Pawson, D. L., & Kier, P. M. (1995). Sea Stars, Sea Urchins and Allies: Echinoderms of Florida and the Caribbean (G. Hendler, Ed.). Florida: Smithsonian Institution.",,"https://books.google.com.mx/books?id=-0MWAQAAIAAJ&pg=PR4&dq=Sea+Stars,+Sea+Urchins+and+Allies:+Echinoderms+of+Florida+and+the+Caribbean&hl=es-419&sa=X&ved=0ahUKEwiVpM_8wdDjAhVlUt8KHdgBBrAQ6wEITzAF",,,,,,,,,,,,,,,
WORMS:514665,Periclimenes bowmani ,UBERON:0007023,adult organism,RO_0002441,commensually interacts with ,WORMS:246784,Davidaster rubiginosus,,,UBERON:0007194,adult organism,GeoNames:3668603,GeoNames,Santa Marta,ISO_2:CO,Colombia ,SPALDING_P:12,Tropical Northwestern Atlantic,SPALDING_R:67,Southwestern Caribbean,11.24103,-74.21884,Point,Crinoidea,Comatulida,Comatulidae,Davidaster,,rubiginosus,Arthropoda,Malacostraca,Decapoda,Palaemonidae,Periclimenes,,bowmani,,Hendler et al. 1995,"Hendler, G., Miller, J. E., Pawson, D. L., & Kier, P. M. (1995). Sea Stars, Sea Urchins and Allies: Echinoderms of Florida and the Caribbean (G. Hendler, Ed.). Florida: Smithsonian Institution.",,"https://books.google.com.mx/books?id=-0MWAQAAIAAJ&pg=PR4&dq=Sea+Stars,+Sea+Urchins+and+Allies:+Echinoderms+of+Florida+and+the+Caribbean&hl=es-419&sa=X&ved=0ahUKEwiVpM_8wdDjAhVlUt8KHdgBBrAQ6wEITzAF",,,,,,,,,,,,,,,
WORMS:361694,Asterocheres crinoidicola ,UBERON:0007023,adult organism,RO:0002444,parasite of ,WORMS:246784,Davidaster rubiginosus,,,UBERON:0007195,adult organism,GeoNames:4563233,GeoNames,Caribbean Sea,ISO_2:,-,SPALDING_P:12,Tropical Northwestern Atlantic,SPALDING_R:65,Greater Antilles,15.00028,-75.00028,Poligon,Crinoidea,Comatulida,Comatulidae,Davidaster,,rubiginosus,Arthropoda,Hexanauplia,Siphonostomatoida,Asterocheridae,Asterocheres,,crinoidicola,,Alvarado & Solís-Marín 2013,"Alvarado, J. J., & Solis-Marin, F. A. (2013). Echinoderms research and diversity in Latin America (1st ed.; J. J. Alvarado & F. A. Solis-Marin, Eds.). Springer, Berlin, Heidelberg, Germany, 658 pp ",doi:10.1007/978-3-642-20051-9,https://link.springer.com/book/10.1007%2F978-3-642-20051-9,,,,,,,,,,,,,,,
WORMS:335264,Myzostoma testudo,UBERON:0007023,adult organism,RO:0002632,ectoparasite of ,WORMS:246784,Davidaster rubiginosus,UBERON:0002416,Body surface ,UBERON:0007196,adult organism,GeoNames:3374084,GeoNames,Barbados,ISO_2:BB,Barbados,SPALDING_P:12,Tropical Northwestern Atlantic,SPALDING_R:64,Eastern Caribbean,13.16453,-59.55165,Poligon,Crinoidea,Comatulida,Comatulidae,Davidaster,,rubiginosus,Annelida,,Myzostomida,Myzostomatidae,Myzostoma,,testudo,,Graff 1884,"Graff, Ludwig von. (1884). Report on the Myzostomida collected during the Voyage of H.M.S. Challenger, during the years 1873-1876. Report on the Scientific Results of the Voyage of H.M.S. Challenger during the Years 1873-76, 10(2), 1–82.",,https://www.biodiversitylibrary.org/item/194564#page/223/mode/1up,,,,,,,,,,,,,,,
WORMS:361694,Asterocheres crinoidicola ,UBERON:0007023,adult organism,RO:0002632,ectoparasite of ,WORMS:246784,Davidaster rubiginosus,UBERON:0002416,Body surface ,UBERON:0007197,adult organism,GeoNames:3581094,GeoNames,Seal Cays ,ISO_2:BZ,Belize ,SPALDING_P:12,Tropical Northwestern Atlantic,SPALDING_R:68,Western Caribbean,16.11667,-88.38333,Point,Crinoidea,Comatulida,Comatulidae,Davidaster,,rubiginosus,Arthropoda,Hexanauplia,Siphonostomatoida,Asterocheridae,Asterocheres,,crinoidicola,,Humes 2000,"Humes, A. G. (2000). Asterocheres crinoidicola n. sp., a copepod (Siphonostomatoida: Asterocheridae) parasitic on crinoids in Belize. Systematic Parasitology, 47(2), 103–110. ",doi:10.1023/A:1006478220899,https://link.springer.com/article/10.1023%2FA%3A1006478220899,,,,,,,,,,,,,,,
WORMS:335232,Myzostoma marginatum,UBERON:0007023,adult organism,RO:0002632,ectoparasite of ,WORMS:246783,Davidaster discoideus ,UBERON:0002416,Body surface ,UBERON:0007198,adult organism,GeoNames:3578097,GeoNames,Montserrat,ISO_2:MS,Montserrat,SPALDING_P:12,Tropical Northwestern Atlantic,SPALDING_R:64,Eastern Caribbean,16.75,-62.2,Poligon,Crinoidea,Comatulida,Comatulidae,Davidaster,,discoideus,Annelida,,Myzostomida,Myzostomatidae,Myzostoma,,marginatum,,Graff 1884,"Graff, Ludwig von. (1884). Report on the Myzostomida collected during the Voyage of H.M.S. Challenger, during the years 1873-1876. Report on the Scientific Results of the Voyage of H.M.S. Challenger during the Years 1873-76, 10(2), 1–82.",,https://www.biodiversitylibrary.org/item/194564#page/223/mode/1up,,,,,,,,,,,,,,,
WORMS:335232,Myzostoma marginatum,UBERON:0007023,adult organism,RO:0002632,ectoparasite of ,WORMS:246783,Davidaster discoideus ,UBERON:0002416,Body surface ,UBERON:0007199,adult organism,GeoNames:3578097,GeoNames,Montserrat,ISO_2:MS,Montserrat,SPALDING_P:12,Tropical Northwestern Atlantic,SPALDING_R:64,Eastern Caribbean,16.75,-62.2,Poligon,Crinoidea,Comatulida,Comatulidae,Davidaster,,discoideus,Annelida,,Myzostomida,Myzostomatidae,Myzostoma,,marginatum,,Graff 1967,"Graff, L. von. (1967). Verzeichniss der von der United States Coast Survey steamers"" Hassler"" und"" Blake"" von 1867 zu 1879 gesammelten Myzostomiden. Bulletin of The Museum of Comparative Zoology, at Harvard College, 11, 125–133.",,https://www.biodiversitylibrary.org/item/26401#page/155/mode/1up,,,,,,,,,,,,,,,
WORMS:107638,Tuleariocaris neglecta,UBERON:0007023,adult organism,RO_0002441,commensually interacts with ,WORMS:124332,Diadema antillarum,UBERON:0002416,Body surface ,UBERON:0007200,adult organism,GeoNames:3668603,GeoNames,Santa Marta ,ISO_2:CO,Colombia ,SPALDING_P:12,Tropical Northwestern Atlantic,SPALDING_R:67,Southwestern Caribbean,11.24103,-74.21884,Point,Echinoidea,Diadematoida,Diadematidae,Diadema,,antillarum,Arthropoda,Malacostraca,Decapoda,Palaemonidae,Tuleariocaris,,neglecta,,Criales 1984,"Criales, M. M. (1984). Shrimps Associated with Coelenterates, Echinoderms, and Molluscs in the Santa Marta Region, Colombia. Journal of Crustacean Biology, 4(2), 307–317.",doi:10.2307/1548028,https://academic.oup.com/jcb/article-abstract/4/2/307/2327983?redirectedFrom=fulltext,,,,,,,,,,,,,,,
WORMS:107638,Tuleariocaris neglecta,UBERON:0007023,adult organism,RO_0002441,commensually interacts with ,WORMS:124332,Diadema antillarum,UBERON:0002416,Body surface ,UBERON:0007201,adult organism,GeoNames:3673882,GeoNames,Ensenada de Nenguange,ISO_2:CO,Colombia ,SPALDING_P:12,Tropical Northwestern Atlantic,SPALDING_R:67,Southwestern Caribbean,11.32681,-74.08831,Point,Echinoidea,Diadematoida,Diadematidae,Diadema,,antillarum,Arthropoda,Malacostraca,Decapoda,Palaemonidae,Tuleariocaris,,neglecta,,Criales 1984,"Criales, M. M. (1984). Shrimps Associated with Coelenterates, Echinoderms, and Molluscs in the Santa Marta Region, Colombia. Journal of Crustacean Biology, 4(2), 307–317.",doi:10.2307/1548028,https://academic.oup.com/jcb/article-abstract/4/2/307/2327983?redirectedFrom=fulltext,,,,,,,,,,,,,,,
